Filename,Note 1 MIDI,Note 2 MIDI,Best Trill Speed
Trill730.wav,68,78,0.6956521739130433
Trill716.wav,49,52,3.508771929824561
Trill717.wav,67,78,0.9523809523809523
Trill731.wav,59,70,1.8930957683741647
Trill719.wav,48,53,3.897550111358574
Trill718.wav,50,58,3.6072144288577155
Trill714.wav,50,59,3.1157270029673594
Trill715.wav,50,61,3.0588235294117645
Trill713.wav,62,69,2.3890784982935154
Trill741.wav,55,62,2.0
Trill740.wav,61,71,2.4861878453038675
Trill712.wav,57,63,2.3738872403560833
Trill779.wav,50,58,2.3529411764705883
Trill765.wav,52,60,3.511705685618729
Trill764.wav,52,59,3.8374717832957113
Trill778.wav,56,62,1.963746223564955
Trill750.wav,61,72,2.4444444444444446
Trill762.wav,56,66,1.7391304347826084
Trill776.wav,46,48,4.850746268656716
Trill777.wav,63,70,2.2727272727272725
Trill763.wav,54,63,1.1450381679389312
Trill751.wav,63,71,3.006012024048096
Trill767.wav,51,59,3.34448160535117
Trill773.wav,60,71,2.1164021164021163
Trill761.wav,47,48,5.189873417721519
Trill760.wav,58,69,2.077151335311573
Trill772.wav,56,67,1.8624641833810887
Trill766.wav,55,63,1.8367346938775508
Trill774.wav,71,77,1.3440860215053763
Trill768.wav,51,60,2.669039145907474
Trill769.wav,51,63,2.7058823529411766
Trill775.wav,57,67,2.1531100478468903
Trill758.wav,69,78,1.1267605633802817
Trill744.wav,66,77,1.555023923444976
Trill783.wav,66,77,1.8561484918793505
Trill782.wav,62,73,2.3480662983425415
Trill745.wav,63,65,5.294117647058823
Trill759.wav,69,77,2.0299145299145303
Trill771.wav,51,63,2.717391304347826
Trill743.wav,50,67,4.775280898876405
Trill757.wav,48,50,3.7366548042704633
Trill756.wav,63,69,2.9411764705882355
Trill742.wav,63,68,3.7530266343825667
Trill770.wav,71,78,0.8905852417302799
Trill746.wav,62,72,1.955307262569832
Trill752.wav,50,62,1.3377926421404682
Trill780.wav,70,78,0.7099391480730225
Trill781.wav,58,68,2.0
Trill753.wav,69,76,2.588235294117647
Trill747.wav,60,69,2.1912350597609564
Trill755.wav,52,61,4.060324825986079
Trill749.wav,48,49,5.333333333333333
Trill748.wav,67,77,1.7955801104972375
Trill754.wav,54,62,1.0676156583629894
Trill737.wav,50,60,3.3591731266149876
Trill723.wav,49,53,4.133333333333334
Trill722.wav,67,72,3.6923076923076925
Trill736.wav,56,63,1.963746223564955
Trill724.wav,70,77,1.0022271714922049
Trill738.wav,60,70,1.824817518248175
Trill739.wav,58,68,1.5679442508710804
Trill725.wav,49,54,3.5816618911174785
Trill729.wav,55,56,6.446991404011461
Trill735.wav,49,50,4.266666666666667
Trill734.wav,57,68,1.9337016574585635
Trill728.wav,48,52,4.011461318051576
Trill732.wav,59,69,2.0987654320987654
Trill726.wav,51,61,4.088785046728972
Trill720.wav,58,67,2.0
Trill721.wav,62,68,3.6748329621380846
Trill727.wav,47,50,3.6363636363636362
Trill733.wav,68,77,1.5050167224080266
